"categoryID1","categoryName1","categoryID2","categoryName2","categoryID3","categoryName3","categoryID4","categoryName4"
"30","饼干","33","休闲食品","4","膨化食品","5","膨化玉米制品"
"30","饼干","33","休闲食品","4","膨化食品","6","膨化小麦制品"
"30","饼干","33","休闲食品","4","膨化食品","9","膨化促销装"
"30","饼干","33","休闲食品","5","休闲肉类小食","1","休闲小食品礼盒"
"30","饼干","33","休闲食品","5","休闲肉类小食","2","鸡翅（爪）"
"30","饼干","33","休闲食品","5","休闲肉类小食","3","鸡腿"
"30","饼干","33","休闲食品","5","休闲肉类小食","4","其他"
"30","饼干","33","休闲食品","5","休闲肉类小食","5","蛋"
"30","饼干","33","休闲食品","5","休闲肉类小食","6","牛肉干（粒）"
"30","饼干","33","休闲食品","5","休闲肉类小食","7","牛肉丝"
"30","饼干","33","休闲食品","5","休闲肉类小食","9","猪肉丝"
"30","饼干","33","休闲食品","5","休闲肉类小食","10","猪肉脯"
"30","饼干","33","休闲食品","5","休闲肉类小食","11","其他肉类小食"
"30","饼干","33","休闲食品","6","休闲水产小食","1","鱼丝"
"30","饼干","33","休闲食品","6","休闲水产小食","2","鱼干"
"30","饼干","33","休闲食品","6","休闲水产小食","3","虾干"
"30","饼干","33","休闲食品","6","休闲水产小食","5","海苔小食"
"30","饼干","33","休闲食品","6","休闲水产小食","6","其他水产小食"
"30","饼干","33","休闲食品","7","休闲土产小食","1","豆干"
"30","饼干","33","休闲食品","7","休闲土产小食","2","笋干"
"30","饼干","33","休闲食品","7","休闲土产小食","4","脱水水果片"
"30","饼干","33","休闲食品","7","休闲土产小食","5","其他休闲土产小食"
"30","饼干","33","休闲食品","8","散装休闲食品","1","散装炒货"
"30","饼干","33","休闲食品","8","散装休闲食品","4","散装果冻"
"30","饼干","33","休闲食品","8","散装休闲食品","5","散装膨化食品"
"30","饼干","33","休闲食品","8","散装休闲食品","6","散装休闲肉制品"
"40","粮油","42","调味品","1","调味油","1","袋装酱油"
"40","粮油","42","调味品","1","调味油","2","桶装酱油"
"40","粮油","42","调味品","1","调味油","3","瓶装酱油"
"40","粮油","42","调味品","1","调味油","4","调味酒"
"40","粮油","42","调味品","1","调味油","5","袋装醋"
"40","粮油","42","调味品","1","调味油","6","瓶装醋"
"40","粮油","42","调味品","1","调味油","7","芝麻油"
